country,year,value_metric_t,footnote,yearbook_year,commodity_category_used,commodity,unit_original,unit_converted,n_source_rows,source_file,,,,
Indonesia,2023,58000,,2023,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2023-indonesia.xlsx,,,,
Iran,2015,100000,r,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-iran.xlsx,,,,
Iran,2016,108000,r,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-iran.xlsx,,,,
Iran,2017,103000,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-iran.xlsx,,,,
Iran,2018,100000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-iran.xlsx,,,,
Iran,2019,98000,e,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2023-iran.xlsx,,,,
Iran,2020,97000,e,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2023-iran.xlsx,,,,
Iran,2021,96000,r,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2023-iran.xlsx,,,,
Iran,2022,96000,r,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2023-iran.xlsx,,,,
Iran,2023,97000,,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2023-iran.xlsx,,,,
Ireland,2015,17200,,2019,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,4,myb3-2019-ireland.xlsx,,,,
Ireland,2016,18000,,2019,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,3,myb3-2019-ireland.xlsx,,,,
Ireland,2017,17500,,2020,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,3,myb3-2020-21-Ireland-advrel.xlsx,,,,
Ireland,2018,15000,,2022,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,4,myb3-2022-Ireland-adv.xlsx,,,,
Ireland,2019,16300,,2022,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,3,myb3-2022-Ireland-adv.xlsx,,,,
Ireland,2020,12000,,2022,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,2,myb3-2022-Ireland-adv.xlsx,,,,
Ireland,2021,14000,,2022,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,2,myb3-2022-Ireland-adv.xlsx,,,,
Ireland,2022,15000,,2022,refined_secondary,"Lead > Refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-Ireland-adv.xlsx,,,,
Israel,2015,26000,e,2019,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-israel.xlsx,,,,
Israel,2016,24128,,2019,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-israel.xlsx,,,,
Israel,2017,25261,,2020,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-israel.xlsx,,,,
Israel,2018,28700,,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-Israel-advrel.xlsx,,,,
Israel,2019,24090,,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Israel-advrel.xlsx,,,,
Israel,2020,23946,,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Israel-advrel.xlsx,,,,
Israel,2021,23896,,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Israel-advrel.xlsx,,,,
Israel,2022,23900,e,2022,refined_secondary,"Lead, refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Israel-advrel.xlsx,,,,
Italy,2015,157800,,2019,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-italy.xlsx,,,,
Italy,2016,139900,,2019,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-italy.xlsx,,,,
Italy,2017,143300,,2020,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-Italy-advrel.xlsx,,,,
Italy,2018,134600,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-Italy-ert.xlsx,,,,
Italy,2019,126400,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Italy-ert.xlsx,,,,
Italy,2020,116300,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Italy-ert.xlsx,,,,
Italy,2021,128400,r,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Italy-ert.xlsx,,,,
Italy,2022,107400,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Italy-ert.xlsx,,,,
Japan,2015,108736,,2019,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-japan.xlsx,,,,
Japan,2016,114430,,2019,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-japan.xlsx,,,,
Japan,2017,112052,,2020,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-japan.xlsx,,,,
Japan,2018,118338,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-Japan-ert.xlsx,,,,
Japan,2019,116273,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Japan-ert.xlsx,,,,
Japan,2020,117296,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Japan-ert.xlsx,,,,
Japan,2021,166000,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Japan-ert.xlsx,,,,
Japan,2022,214000,,2022,refined_secondary,"Lead, refinery > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Japan-ert.xlsx,,,,
Kazakhstan,2015,120108,,2019,refined_secondary,"Lead > Refinery, primary and secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-kazakhstan.xlsx,,,,
Kazakhstan,2016,134192,,2019,refined_secondary,"Lead > Refinery, primary and secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-kazakhstan.xlsx,,,,
Kazakhstan,2017,19000,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-kazakhstan.xlsx,,,,
Kazakhstan,2018,21000,e,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-kazakhstan.xlsx,,,,
Kazakhstan,2019,18000,e,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2023-kazakhstan.xlsx,,,,
Kazakhstan,2020,16000,e,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2023-kazakhstan.xlsx,,,,
Kazakhstan,2021,14000,e,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2023-kazakhstan.xlsx,,,,
Kazakhstan,2022,16000,,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2023-kazakhstan.xlsx,,,,
Kazakhstan,2023,16000,e,2023,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2023-kazakhstan.xlsx,,,,
Kenya,2015,1100,,2019,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2019-kenya.xlsx,,,,
Kenya,2016,1100,,2019,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2019-kenya.xlsx,,,,
Kenya,2017,10000,r,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2020-21-Kenya_-advrel.xlsx,,,,
Kenya,2018,12000,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,4,myb3-2022-Kenya-ert.xlsx,,,,
Kenya,2019,11000,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2022-Kenya-ert.xlsx,,,,
Kenya,2020,6500,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,2,myb3-2022-Kenya-ert.xlsx,,,,
Kenya,2021,4300,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,2,myb3-2022-Kenya-ert.xlsx,,,,
Kenya,2022,4300,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2022-Kenya-ert.xlsx,,,,
Lebanon,2015,10600,,2019,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,4,myb3-2019-lebanon.xlsx,,,,
Lebanon,2016,11300,,2019,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2019-lebanon.xlsx,,,,
Lebanon,2017,11900,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2020-21-lebanon.xlsx,,,,
Lebanon,2018,8300,r,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,4,myb3-2022-Lebanon-advrel_0.xlsx,,,,
Lebanon,2019,26200,r,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2022-Lebanon-advrel_0.xlsx,,,,
Lebanon,2020,22400,r,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,2,myb3-2022-Lebanon-advrel_0.xlsx,,,,
Lebanon,2021,28200,r,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,2,myb3-2022-Lebanon-advrel_0.xlsx,,,,
Lebanon,2022,26300,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2022-Lebanon-advrel_0.xlsx,,,,
Mexico,2015,230000,e,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2019-mexico.xlsx,,,,
Mexico,2016,230000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-mexico.xlsx,,,,
Mexico,2017,230000,e,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-mexico.xlsx,,,,
Mexico,2018,330000,e,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-mexico.xlsx,,,,
Mexico,2019,328000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-mexico.xlsx,,,,
Mexico,2020,300000,e,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-mexico.xlsx,,,,
Mexico,2021,300000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-mexico.xlsx,,,,
Mexico,2022,310000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-mexico.xlsx,,,,
Mozambique,2015,2310,,2019,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2019-mozambique.xlsx,,,,2310000
Mozambique,2016,2490,,2019,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2019-mozambique.xlsx,,,,2490000
Mozambique,2017,3830,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2020-21-Mozambique-advrel.xlsx,,,,3830000
Mozambique,2018,3420,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2020-21-Mozambique-advrel.xlsx,,,,3420000
Mozambique,2019,3940,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,2,myb3-2020-21-Mozambique-advrel.xlsx,,,,3940000
Mozambique,2020,4200,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2020-21-Mozambique-advrel.xlsx,,,,4200000
Mozambique,2021,4590,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2020-21-Mozambique-advrel.xlsx,,,,4590000
Netherlands,2015,30000,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,4,myb3-2019-netherlands.xlsx,,,,
Netherlands,2016,33000,,2019,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2019-netherlands.xlsx,,,,
Netherlands,2017,36000,,2020,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2020-21-Netherlands-advrel.xlsx,,,,
Netherlands,2018,36000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,4,myb3-2022-Netherlands-ert.xlsx,,,,
Netherlands,2019,36000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,3,myb3-2022-Netherlands-ert.xlsx,,,,
Netherlands,2020,34000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2022-Netherlands-ert.xlsx,,,,
Netherlands,2021,36000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2022-Netherlands-ert.xlsx,,,,
Netherlands,2022,36000,,2022,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,1,myb3-2022-Netherlands-ert.xlsx,,,,
Nigeria,2015,2000,e,2019,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-nigeria.xlsx,,,,
Nigeria,2016,9000,e,2019,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-nigeria.xlsx,,,,
Nigeria,2017,8300,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-Nigeria-advrel.xlsx,,,,
Nigeria,2018,6000,e,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-Nigeria-advrel.xlsx,,,,
Nigeria,2019,12000,e,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2020-21-Nigeria-advrel.xlsx,,,,
Nigeria,2020,12000,e,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Nigeria-advrel.xlsx,,,,
Nigeria,2021,25000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Nigeria-advrel.xlsx,,,,
Oman,2018,10000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-Oman-advrel.xlsx,,,,
Oman,2019,10000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-Oman-advrel.xlsx,,,,
Oman,2020,9000,,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-Oman-advrel.xlsx,,,,
Oman,2021,10000,e,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-Oman-advrel.xlsx,,,,
Oman,2022,10000,e,2022,refined_secondary,"Lead, refinery, secondary",metric tons,metric_tonnes,1,myb3-2022-Oman-advrel.xlsx,,,,
Pakistan,2015,5000,r,2017,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2017-18-pk.xls,,,,
Pakistan,2016,8000,r,2017,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2017-18-pk.xls,,,,
Pakistan,2017,1000,,2017,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2017-18-pk.xls,,,,
Pakistan,2018,1000,,2017,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2017-18-pk.xls,,,,
Peru,2017,15000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Peru-advrel.xlsx,,,,
Peru,2018,15000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Peru-advrel.xlsx,,,,
Peru,2019,15000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Peru-advrel.xlsx,,,,
Peru,2020,10000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Peru-advrel.xlsx,,,,
Peru,2021,13000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Peru-advrel.xlsx,,,,
Philippines,2015,28000,,2017,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2017-18-philippines.xlsx,,,,
Philippines,2016,14000,r,2017,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,2,myb3-2017-18-philippines.xlsx,,,,
Philippines,2017,10000,,2020,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2020-21-philippines.xlsx,,,,
Philippines,2018,10000,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,4,myb3-2022-philippines.xlsx,,,,
Philippines,2019,10000,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2022-philippines.xlsx,,,,
Philippines,2020,10000,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2022-philippines.xlsx,,,,
Philippines,2021,9800,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,3,myb3-2022-philippines.xlsx,,,,
Philippines,2022,11000,,2022,refined_secondary,"Lead, refinery, secondary",kilograms,converted_from_kg,1,myb3-2022-philippines.xlsx,,,,
Poland,2015,114000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-poland.xlsx,,,,
Poland,2016,115000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2019-poland.xlsx,,,,
Poland,2017,119000,,2020,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2020-21-Poland-advrel.xlsx,,,,
Poland,2018,120000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,4,myb3-2022-Poland-ert.xlsx,,,,
Poland,2019,114000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2022-Poland-ert.xlsx,,,,
Poland,2020,99400,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Poland-ert.xlsx,,,,
Poland,2021,119000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Poland-ert.xlsx,,,,
Poland,2022,118000,,2022,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Poland-ert.xlsx,,,,
Portugal,2015,5000,,2016,refined_secondary,"Lead, refinery production, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,2,myb3-2016-por.xlsx,,,,
Portugal,2016,5000,,2016,refined_secondary,"Lead, refinery production, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,1,myb3-2016-por.xlsx,,,,
Portugal,2017,10000,,2020,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2020-21-Portugal-advrel.xlsx,,,,
Portugal,2018,9000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Portugal-ert.xlsx,,,,
Portugal,2019,10000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Portugal-ert.xlsx,,,,
Portugal,2020,9000,e,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Portugal-ert.xlsx,,,,
Portugal,2021,10000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2022-Portugal-ert.xlsx,,,,
Portugal,2022,10000,,2022,refined_secondary,"Lead > Refinery, secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2022-Portugal-ert.xlsx,,,,
Republic Of Korea,2015,350000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-south-korea.xlsx,,,,
Republic Of Korea,2016,390000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,3,myb3-2019-south-korea.xlsx,,,,
Republic Of Korea,2017,380000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2019-south-korea.xlsx,,,,
Republic Of Korea,2018,390000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,2,myb3-2019-south-korea.xlsx,,,,
Republic Of Korea,2019,390000,,2019,refined_secondary,Lead > Refinery > Secondary,"Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-2019-south-korea.xlsx,,,,
Romania,2015,13000,,2015,refined_secondary,"Lead, refined > Secondary",Metric tons unless otherwise specified,metric_tonnes,2,myb3-2015-rom.xls,,,,
Romania,2016,11000,,,refined_secondary,"Lead, refinery production > Secondary","Metric tons, gross weight, unless otherwise specified",metric_tonnes,1,myb3-216-ro.xlsx,,,,
Romania,2017,18000,,2020,refined_secondary,"Lead, refinery, secondary",thousand metric tons,kept_as_mt_mislabelled_thousands,1,myb3-2020-21-Romania-advrel.xlsx,,,,
